,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 4: Transmission Wires Down 2015-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T-Line Area,kV,SAP Functional Location,LINE NO,T-LINE NAME,Fire Index Area (FIA),Location(s) of ET-Wire Down,High Fire Threat District (HFTD),YEAR,Date Out,Major Event Day,Red Flag Day,Failure during Red Flag Warning (RFW) Hours?,Auto Reclose Disabled,Duration (hr:min),Date In,Cause Category,Cause Details,Comments,Event Report,TOTL Reference Number,Customers Affected,Customers Experiencing Sustained Outage,Customer Outage Minutes,SAIFI Contribution,SAIDI Contribution,CAIDI,System Customer Count,Fault Type,Fault Location,Ignition
NORTH,60,ETL.8250,60413,CLAY-MARTEL,305; 340,027/403,Non-HFTD,2019,10/20/2019 11:16,No,448; 510; 512; 585; 586; 588; 651; 652; 666,NO,No,9:31,10/20/2019 20:47,Equipment Failure,Conductor,"Forced - 10/20/19, 1116 Gold Hill #1 & Clay-Martell 60kV lines (Oleta 60kV Tap section) forced out due to single phasing condition at Oleta; SUS JM Eagle & Oleta (CESO=2,754; CMIN=600,649); 1445 to 1939 Oleta tap cleared to replace ET-WD between 027/403-404; 2047 Gold Hill #1 & Clay-Martell (Oleta 60kV Tap) energized, restoring JM Eagle",NONE,T19-019219b,"2,754","2,754","334,238",0.0005,0.060,121,"5,548,929",NA,NA,No
NORTH,60,ETL.6220,60010,BRIDGEVILLE-GARBERVILLE,0; 105; 120,003/001,,2019,10/26/2019 21:55,YES,105; 120,NO,No,42:09,10/28/2019 16:04,Other,Safety clearance,"Forced - 10/26/19, 2155 Bridgeville-Garberville 60kV & Garberville SVC de-energized per officer in charge for PSPS; SUS Garberville (3,567), Fort Seward (336) & Fruitland (1,154); 10/28/19, 1604 Bridgeville-Garberville returned to service from PSPS event of 10/26/19 following full line patrol w/ no trouble found restoring Fort Seward; 1636 to 2341 Fruitland 60kV Tap (taps off Bridgeville-Garberville) forced out from PSPS event to repair 3 phases of ET-WD between 003/001-002, replace insulators on 003/001 & re-frame 003/002 due to tree failure; SUS Fruitland",NONE,T19-019405,0,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
NORTH,60,ETL.6740,60067,DIXON-VACA #2,0,005/107,Non-HFTD,2019,10/27/2019 00:48,YES,No,NO,No,17:42,10/27/2019 18:30,Equipment Failure,Conductor,"Relayed - 10/27/19, 0048 Dixon-Vaca #2-60kV relayed, tested NG; SUS Maine Prairie & Batavia; weather clear; B-C (later evolved into C-G) 4.0 mi on Cache Slough Tap from Cache Slough Jct toward Batavia near 004/086, +/-2 mi; 1 phase ET-WD between poles 005/107-108 on Cache Slough Tap; 0700 Line manually tested OK after trouble was isolated; 0702 Main line returned to service; 1830 Cache Slough tap returned to service restoring Maine Prairie & Batavia after repairing ET-WD",NONE,INT-12871,2,0,0,0.0000,0.000,0,"5,548,929",C-G, 004/086,No
NORTH,60,ETL.6880,60082,FULTON-CALISTOGA,0; 175; 180,:000/008,Non-HFTD,2019,10/27/2019 19:30,YES,175; 180,YES,No,72:06,10/30/2019 19:36,Equipment Failure,Conductor,"Forced - 10/27/19, 1930 Fulton-Calistoga 60kV (Middletown to Calistoga) forced out to repair ET-WD between poles :000/008 & :001/000; Line currently out of service for PSPS; ETOR 10/28/19 at 1800; 10/30/19, 1936 line returned to service",NONE,T19-019775,0,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
NORTH,60,ETL.6470,60038,COLGATE-ALLEGHANY,330; 350,003/088,Tier 2,2019,10/28/2019 13:00,YES,330; 350,NO,No,46:41,10/30/2019 11:41,Equipment Failure,Conductor,"Relayed - 10/26/19, 1824 Colgate-Alleghany 60kV de-energized per officer in charge for PSPS; SUS Columbia Hill (1,148), Pike City (439) & Alleghany (1,239); 10/28/19, 1300 Line manually tested NG; B-C-G fault 2.3 mi from Colgate near 002/059, +/-2 mi; per TOTL INT-12957, at 1505 DIST T-MAN REPORTS FIRE UNDER POLE 003/088 & 60kV ET-WD (CENTER PHASE ON GROUND) & ENTANGLED IN DISTRIBUTION LINES; 10/30/19, 1141 Colgate-Alleghany returned to service restoring ET to Columbia Hill, Pike City & Alleghany",NONE,INT-12957,0,0,0,0.0000,0.000,0,"5,548,929",B-C-G, 002/059,No
NORTH,60,ETL.6221,60010A,FRUITLAND TAP,0; 105,003/001,Tier 2,2019,10/28/2019 16:36,YES,105,YES,No,7:05,10/28/2019 23:41,Tree,Tree failure,"Forced - 10/26/19, 2155 Bridgeville-Garberville 60kV & Garberville SVC de-energized per officer in charge for PSPS; SUS Garberville (3,567), Fort Seward (336) & Fruitland (1,154); 10/28/19, 1604 Bridgeville-Garberville returned to service from PSPS event of 10/26/19 following full line patrol w/ no trouble found restoring Fort Seward; 1636 to 2341 Fruitland 60kV Tap (taps off Bridgeville-Garberville) forced out from PSPS event to repair 3 phases of ET-WD between 003/001-002, replace insulators on 003/001 & re-frame 003/002 due to tree failure; SUS Fruitland",NONE,T19-019825,0,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
CENTRAL,115,ETL.3385,10412,RAVENSWOOD-BAIR #2,0,006/039,Non-HFTD,2019,11/03/2019 07:51,No,No,NO,No,35:52,11/04/2019 19:43,Equipment Failure,Conductor,"Relayed - 11/03/19, 0751 Ravenswood-Bair #2-115kV relayed, tested NG; SUS Shredder & RMC Lonestar; weather clear; B-G fault 1.2 mi from Bair toward Ravenswood near 006/038 or 0.8 mi from Bair on Shredder Tap near 000/008, +/-1 mi; 1032 Bair Jct to Bair manually tested OK restoring Shredder & RMC Lonestar; 1229 Ravenswood to Bair Jct cleared to repair ET-WD at pole 006/039; 11/04/2019 19:43 D1PO ""TSO - Equipment returned to service/Path restored "" on T19-019986",NONE,INT-13018,2,0,0,0.0000,0.000,0,"5,548,929",B-G,006/038,No
NORTH,60,ETL.7100,60105,HUMBOLDT BAY-RIO DELL JCT,0; 100,006/006,Non-HFTD,2019,11/26/2019 13:16,YES,No,NO,No,26:28,11/27/2019 15:44,Tree,Tree failure,"Relayed - 11/26/19, 1316 Humboldt Bay-Rio Dell Jct 60kV relayed, tested NG; SUS Newburg (CESO=6,642; CMIN=66,420) & Eel River (1,455; 14,550); storm; 1326 Eel River to Rio Dell Jct manually tested OK restoring Newburg & Eel River; A-B-C-G fault 5.6 mi from Humboldt Bay near 006/007, +/-1 mi; 2022 Line cleared to repair ET-WD between poles 006/006-007 due to tree thru line; 11/27/19, 1544 Humboldt Bay to Eel River returned to service",NONE,INT-13076,"8,097","8,097","80,970",0.0015,0.015,10,"5,548,929",A-B-C-G,006/007,No
NORTH,60,ETL.7080,60103,HUMBOLDT BAY-HUMBOLDT #1,0,007/012,Non-HFTD,2019,11/26/2019 13:47,YES,No,NO,No,45:00,11/28/2019 10:47,Equipment Failure,Conductor,"Relayed - 11/26/19, 1347 Humboldt Bay-Humboldt #1-60kV relayed, did not test; no customers interrupted; rain; 1351 Line manually tested NG; A-B-C-G fault 0.2 mi from Humboldt near 007/012, +/-0.2 mi; 1743 Line cleared to repair ET-WD between poles 007/012-013; snow storm in area will affect repairs & restoration; 11/28/19, 1047 Line returned to service after crews repaired wire down & corrected rolled phases",NONE,INT-13080,0,0,0,0.0000,0.000,0,"5,548,929",A-B-C-G,007/012,No
NORTH,60,ETL.6800,60074,ESSEX JCT-ARCATA-FAIRHAVEN,0, :002/003,Non-HFTD,2019,11/26/2019 13:50,YES,No,NO,No,50:35,11/28/2019 16:25,Tree,Tree failure,"Relayed - 11/26/19, 1350 Essex Jct-Arcata-Fairhaven relayed, tested NG; Essex Jct-Orick de-energized; SUS Redwood Power, Trinity River Timber, Blue Lake (CESO=1,867; CMIN= 4,898,353), Kernen Construction, Trinidad (1,491; xxx,xxx), Big Lagoon (149; 44,551) & Orick (357; 102,459); MOM Arcata (11,635);  snow storm; A-B-C fault 1.9 mi from Arcata Jct toward Essex Jct near :001/008, +/-1 mi; 1828 to 1832 Humboldt #1-60kV forced out to close Janes Creek SW-39 dead; MOM Janes Creek (CEMO=7,073); 1832 Janes Creek to Blue Lake manually tested OK restoring Redwood Power, Trinity River Timber, Blue Lake & Kernen Construction; 1837 Essex Jct-Orick energized restoring Trinidad, Big Lagoon & Orick; 1914 Janes Creek Jct to Arcata Jct cleared to repair 3 phases ET-WD between :002/003-004 due to tree thru line; 11/27/19, 2148 Essex Jct-Arcata-Fairhaven relayed, did not test by design during switching to restore Janes Creek Jct to Arcata Jct section; no customers interrupted; rain; 2156 Janes Creek Jct to Arcata Jct cleared to address cause of 2148 relay operation; 2227 Arcata to Fairhaven returned to service; 11/28/19, 0957 Janes Creek Jct to Arcata Jct manually tested NG following T-line aerial patrol, no trouble found; 1110 damaged insulator found at pole :001/003; 1625 Essex JCT-Arcata-Fairhaven returned to service after replacing insulator",NONE,INT-13081-1,"11,635","1,867","4,898,353",0.0003,0.883,"2,624","5,548,929",A-B-C,:001/008,No
NORTH,60,ETL.6470,60038,COLGATE-ALLEGHANY,330; 350,010/288,Tier 3,2019,11/26/2019 20:38,YES,No,NO,No,47:15,11/28/2019 19:53,Equipment Failure,Conductor,"Relayed - 11/26/19, 2038 Colgate-Alleghany 60kV relayed, tested NG; Line sectionalized at Columbia Hill SW-17, tested OK to same; MOM Columbia Hill (CEMO=1,148); SUS Pike City (CESO=440; CMIN=1,248,280) & Alleghany (1,239; 1,307,261); storm; B-C-G fault 6.7 mi from Colgate SS near 006/176, +/-2 mi; 11/27/19, 1240 Colgate SS to Columbia Hill de-energized to operate Columbia Hill SW-17 dead; 1241 Entire line tested NG; 1242 Columbia Hill SW-17 opened & Colgate SS to Columbia Hill energized; MOM Columbia Hill (CEMO=1,148); Line patrolled fault location, no trouble found; C-G fault 0 mi from Pike City near 014/390, +/-5 mi; 1435 Colgate SS to Columbia Hill de-energized to operate Columbia Hill SW-17 dead; 1435 Line tested NG to open Pike City SW-77; 1436 Columbia Hill SW-17 opened & Colgate SS to Columbia Hill energized; MOM Columbia Hill (1,148); 11/28/19, 1143 Line de-energized to operate Columbia Hill SW-17 dead; MOM Columbia Hill (CEMO=1,148); 1144 Line manually tested NG; MOM Columbia Hill (1,148); patrol continues; ET-WD found at 010/288-289 between Columbia Hill & Pike City; 1951 Colgate to Columbia Hill de-energized to close Columbia Hill SW-17 dead; MOM Columbia Hill; 1953 Line manually tested OK after crew repaired ET-WD restoring Columbia Hill & ET to Pike City & Alleghany",NONE,INT-13089,"2,724","1,681","2,555,541",0.0003,0.461,"1,520","5,548,929",B-C-G,006/176,No
NORTH,60,ETL.7270,60122,KESWICK-TRINITY,230; 241; 246,025/417,Tier 2,2019,11/26/2019 21:53,YES,No,NO,No,14:09,11/27/2019 12:02,Tree,Tree failure,"Relayed - 11/26/19, 2250 Keswick-Cascade 60kV relayed, tested OK; on the trouble Keswick-Trinity 60kV (Keswick to French Gulch) de-energized; MOM Stillwater (CEMO=2,116); SUS Keswick (CESO=676) & French Gulch; snow storm, ED circuits out as well prior to ET relay; 2301 to 2306 Stillwater de-energized; 11/27/19, 0005 Keswick-Cascade de-energized; 0006 Line manually tested OK restoring Keswick; MOM Stillwater; 0007 Keswick-Trinity (Keswick to French Gulch) manually tested OK restoring French Gulch; A-B fault 1.3 mi from Keswick toward Cascade near 007/150, +/-2 mi; 3 phases ET-WD at pole 025/417 caused by a tree; 1202 French Gulch to Trinity manually tested OK returning line to service after crew removed tree across 3 phases of conductor at 025/417",NONE,INT-13096,0,0,0,0.0000,0.000,0,"5,548,929",NA,NA,No
NORTH,60,ETL.8200,60220,VACA-PLAINFIELD,0,004/058,Non-HFTD,2019,11/27/2019 06:24,YES,No,NO,No,8:51,11/27/2019 15:15,Equipment Failure,Conductor,"Relayed - 11/27/19, 0624 Vaca-Plainfield 60kV relayed, tested NG; SUS Winters (CESO=662; CMIN=76,130); MOM Plainfield (CEMO=6,004); storm; B-G fault 3.0 mi from Vaca Dixon toward Winters near 003/045, +/-2 mi; 0823 Winters to Plainfield manually tested OK restoring ET to Winters; 0904 Vaca-Dixon to Winters cleared to re-string 1 phase of ET-WD between poles 004/058-059; 1515 Line returned to service",NONE,INT-13109,"6,666",662,"76,130",0.0001,0.014,115,"5,548,929",B-G,003/045,No
SOUTH,60,ETL.7380,60133,LAURELES-OTTER,505; 507; 550; 560,006/005,Tier 3,2019,11/30/2019 19:09,No,No,NO,No,48:08,12/02/2019 19:17,Equipment Failure,Conductor,"Relayed - 11/30/19, 1909 Laureles-Otter 60kV relayed, tested NG; SUS Otter (CESO=968; CMIN=308,536); storm; B-A fault 4.8 mi from Laureles near 004/007, +/-3 mi; T-Line patrol found ET-WD between poles 006/005-006; weather conditions & terrain are delaying restoration; 12/02/19, 1917 Line returned to service restoring Otter after conductor restrung between 6/5-6",NONE,INT-13133,968,968,"308,536",0.0002,0.056,319,"5,548,929",B-A,004/007,No
NORTH,60,ETL.7140,60109,IGNACIO-BOLINAS #1,0; 180; 185; 190,013/141,Tier 3,2019,12/01/2019 00:37,No,No,NO,No,16:44,12/01/2019 17:21,Tree,Tree failure,"Relayed - 12/01/19, 0037 Ignacio-Bolinas #1-60kV relayed, tested NG; SUS Woodacre (CESO=4,459; CMIN=323,862); storm; B-G fault 14.7 mi from Ignacio toward Bolinas near 014/148, +/-2 mi; 0306 Ignacio to Woodacre manually tested OK restoring Woodacre; 0900 T-line found one phase of ET-WD between poles 013/141-142 caused by fallen tree; ED under-build also affected; 1056 to 1553 Woodacre to Bolinas cleared to effect repairs; 1721 Woodacre to Bolinas returned to service; CAP ER=118213053",118213053,INT-13138,"4,459","4,459","323,862",0.0008,0.058,73,"5,548,929",B-G,014/148,No
SOUTH,60,ETL.8020,60202,SOLEDAD #2,0,000/007,Non-HFTD,2019,12/04/2019 14:47,No,No,NO,No,0:01,12/04/2019 14:48,Weather,Lightning,"Relayed - 12/04/19, 1427 Soledad #1 & #2-60kV relayed, tested OK; MOM Gonzales (CEMO=1,895) & Camphora (340); rain, lightning; B-C fault (#1 line) & B-G evolving to A-B-C fault (#2 line) 0.35 mi from Chualar Jct toward Chualar near 000/008, +/-2 mi; Chualar Tap (idle section) hit by lightning (coincident strike confirmed in ET-GIS), ET-WD between 000/007-008; Camphora 0401 reported to have wires down as well",NONE,INT-13146-2,340,0,0,0.0000,0.000,0,"5,548,929",A-B-C,000/008,No
NORTH,60,ETL.6150,60001,ALMENDRA JCT-NICOLAUS,0,019/396,Non-HFTD,2019,12/15/2019 07:22,No,No,NO,No,7:33,12/15/2019 14:55,Equipment Failure,Conductor,"Relayed - 12/15/19, 0722 Almendra Jct-Nicolaus 60kV relayed, tested NG; SUS (CESO=492; CMIN=73,308) & Barry (941; 158,356); weather clear; A-G fault 5.2 mi from E-Nicolaus toward Tudor near 019/399, +/-1.0 mi; ED T-man found center phase on ground at HWY 99 & Oak Ave; 0951 ET restored to Tudor & Barry; 1008 to 1421 Tudor to E-Nicolaus cleared to repair center phase of ET-WD at 019/396; 1455 Line returned normal",NONE,INT-13185,"1,433","1,433","231,664",0.0003,0.042,162,"5,548,929",A-G,019/399,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
